capacity_ratio,policy,net_profit_mean,net_profit_std,pseudo_regret_mean,pseudo_regret_std,capacity_utilization_mean,capacity_utilization_std,routing_efficiency_mean,routing_efficiency_std,routes_used_mean,routes_used_std
0.2,Greedy,12063.553453595805,3590.074968799491,1102.448261178529,270.3906072142544,0.8658333333333333,0.22293724721244196,0.2160023673063418,0.012666766762796182,55413.333333333336,14267.983821596285
0.2,LinUCB,12296.891289432211,3486.0104248378548,890.1888856735808,162.71142190049548,0.9619947916666667,0.06582695178557339,0.1977016003165876,0.04491485736277,61567.666666666664,4212.924914276699
0.2,Random,9987.520988097385,3224.371521280137,3131.811714361115,353.06513458616445,0.9129375,0.0029008686737768286,0.1709649665321504,0.05533302265162089,58428.0,185.65559512171993
0.4,Greedy,22175.706900566318,8031.248653581061,2169.0294050006905,879.626234641921,0.7947760416666667,0.3212149879781303,0.22208454741718908,0.01742873296218101,101731.33333333333,41115.51846120068
0.4,LinUCB,23505.05605589411,7107.293959204064,925.9310360053611,122.04974706042957,0.9565781250000001,0.07520889365990488,0.1896268238079002,0.045250545277811895,122442.0,9626.73838846782
0.4,Random,20044.360627809005,6491.011757314064,4367.437351834824,600.1337067923896,0.9151770833333334,0.0017442940832779576,0.17117225634324504,0.055634315491758686,117142.66666666667,223.26964265957446
0.6,Greedy,32848.01537412929,10488.840768598702,1908.2003458166,317.21666821097574,0.8172378472222223,0.29256625339053466,0.21243301267910294,0.016273945815874356,156909.66666666666,56172.72065098266
0.6,LinUCB,33959.54599188342,10464.22950356958,875.0147617834579,63.07992011125396,0.935076388888889,0.11225704455405458,0.1861084889572585,0.03875124795077191,179534.66666666666,21553.35255437848
0.6,Random,30049.530823264064,9718.541266236267,4674.306328516851,539.4255276338291,0.9160850694444443,0.0003259407014420058,0.17083191712251208,0.055204246535559304,175888.33333333334,62.58061467685746
