policy,without_ctr_profit_mean,with_ctr_profit_mean,profit_gain_mean,profit_gain_std,without_ctr_regret_mean,with_ctr_regret_mean,regret_reduction_mean,regret_reduction_std
Greedy,35273.62488843003,35330.80321088101,57.17832245097088,699.1746214060145,8112.965963205995,8047.667273322524,65.29868988347032,689.2827032444023
LinUCB,41986.73812720768,41985.90826290021,-0.8298643074764792,106.76360771590853,1508.594276602865,1586.3652826550558,-77.77100605219069,26.79022442219055
